	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
UBE2L6	0	0.362809570903509	0.518	0.126	0	Alveolar macrophages	UBE2L6
RNF149	0	0.362799229006563	0.756	0.274	0	Alveolar macrophages	RNF149
HSD3B7	0	0.362546559640277	0.397	0.03	0	Alveolar macrophages	HSD3B7
PLEKHB2	0	0.362086474599577	0.66	0.248	0	Alveolar macrophages	PLEKHB2
UPP1	0	0.361720224304846	0.49	0.12	0	Alveolar macrophages	UPP1
ANXA1	0	0.361559256027246	0.983	0.815	0	Alveolar macrophages	ANXA1
CD151	0	0.360004364657145	0.666	0.219	0	Alveolar macrophages	CD151
IL1RN	0	0.356681444814214	0.387	0.072	0	Alveolar macrophages	IL1RN
TFEC	0	0.356572795404494	0.418	0.046	0	Alveolar macrophages	TFEC
HEXA	0	0.356278191025715	0.509	0.119	0	Alveolar macrophages	HEXA
PHLDA3	0	0.356051050117998	0.395	0.025	0	Alveolar macrophages	PHLDA3
VASH1	0	0.356033825572117	0.429	0.065	0	Alveolar macrophages	VASH1
CD37	0	0.354883200265921	0.731	0.279	0	Alveolar macrophages	CD37
AKR1B1	0	0.354285127175777	0.442	0.118	0	Alveolar macrophages	AKR1B1
SLC3A2	0	0.353939274682094	0.72	0.342	0	Alveolar macrophages	SLC3A2
ENPP4	0	0.353595873623607	0.51	0.128	0	Alveolar macrophages	ENPP4
EVL	0	0.353576582137548	0.645	0.211	0	Alveolar macrophages	EVL
CORO2A	0	0.351642896670688	0.439	0.086	0	Alveolar macrophages	CORO2A
BAX	0	0.351358194619975	0.593	0.183	0	Alveolar macrophages	BAX
EML4	0	0.351032476390367	0.56	0.154	0	Alveolar macrophages	EML4
SQOR	0	0.350768271245635	0.489	0.118	0	Alveolar macrophages	SQOR
ETHE1	0	0.350691335336344	0.456	0.097	0	Alveolar macrophages	ETHE1
MGAT1	0	0.350076636280787	0.713	0.259	0	Alveolar macrophages	MGAT1
ANPEP	0	0.350041460875577	0.386	0.05	0	Alveolar macrophages	ANPEP
SVIL	0	0.349321254203313	0.455	0.08	0	Alveolar macrophages	SVIL
REEP5	0	0.348657299540312	0.707	0.285	0	Alveolar macrophages	REEP5
ALAS1	0	0.348578570966612	0.445	0.12	0	Alveolar macrophages	ALAS1
SHTN1	0	0.348354743859005	0.474	0.092	0	Alveolar macrophages	SHTN1
PGK1	0	0.348066017583739	0.882	0.588	0	Alveolar macrophages	PGK1
PTPN6	0	0.347831943037517	0.466	0.095	0	Alveolar macrophages	PTPN6
PNP	0	0.347765339371561	0.678	0.285	0	Alveolar macrophages	PNP
EMP3	0	0.34741821908593	0.73	0.308	0	Alveolar macrophages	EMP3
GUSB	0	0.347388079296969	0.531	0.142	0	Alveolar macrophages	GUSB
MOB3B	0	0.346581268057636	0.39	0.039	0	Alveolar macrophages	MOB3B
ISG15	0	0.34619729196145	0.401	0.095	0	Alveolar macrophages	ISG15
SYK	0	0.345835428863014	0.522	0.123	0	Alveolar macrophages	SYK
CD44	0	0.34541451217642	0.964	0.703	0	Alveolar macrophages	CD44
ACTR2	0	0.345108926674133	0.904	0.567	0	Alveolar macrophages	ACTR2
CD164	0	0.344679629452833	0.811	0.393	0	Alveolar macrophages	CD164
OAS2	0	0.343330880376408	0.396	0.06	0	Alveolar macrophages	OAS2
TMED5	0	0.342011238085213	0.591	0.2	0	Alveolar macrophages	TMED5
ADPGK	0	0.340943533286912	0.55	0.151	0	Alveolar macrophages	ADPGK
BLVRA	0	0.340258582647419	0.474	0.1	0	Alveolar macrophages	BLVRA
CAPZA1	0	0.337667730379978	0.778	0.352	0	Alveolar macrophages	CAPZA1
CD276	0	0.336930918653432	0.405	0.063	0	Alveolar macrophages	CD276
CNDP2	0	0.336760194745534	0.603	0.217	0	Alveolar macrophages	CNDP2
CREG1	0	0.336371879133426	0.607	0.216	0	Alveolar macrophages	CREG1
POMP	0	0.334685236003123	0.726	0.311	0	Alveolar macrophages	POMP
CD83	0	0.333527367276083	0.785	0.496	0	Alveolar macrophages	CD83
RSU1	0	0.333265624973129	0.531	0.148	0	Alveolar macrophages	RSU1
SEC11A	0	0.332247652197887	0.74	0.351	0	Alveolar macrophages	SEC11A
ATP5F1E	0	0.33210634244225	0.978	0.876	0	Alveolar macrophages	ATP5F1E
SNX3	0	0.33150847597461	0.768	0.357	0	Alveolar macrophages	SNX3
EVI2B	0	0.331060532648498	0.648	0.213	0	Alveolar macrophages	EVI2B
PPIA	0	0.330904066372145	0.989	0.895	0	Alveolar macrophages	PPIA
OAS3	0	0.330374558618299	0.375	0.054	0	Alveolar macrophages	OAS3
TMED9	0	0.330296580931487	0.747	0.326	0	Alveolar macrophages	TMED9
PARVG	0	0.330083374947765	0.525	0.134	0	Alveolar macrophages	PARVG
AKR1A1	0	0.329764632369415	0.517	0.141	0	Alveolar macrophages	AKR1A1
BTK	0	0.329757133535404	0.458	0.082	0	Alveolar macrophages	BTK
GNS	0	0.328040481844708	0.607	0.231	0	Alveolar macrophages	GNS
SLC19A3	0	0.327587806256505	0.321	0.033	0	Alveolar macrophages	SLC19A3
ARHGEF10L	0	0.326865338940782	0.38	0.048	0	Alveolar macrophages	ARHGEF10L
TMEM273	0	0.326470902379335	0.41	0.086	0	Alveolar macrophages	TMEM273
PILRA	0	0.32510535337247	0.422	0.058	0	Alveolar macrophages	PILRA
LITAF	0	0.32203454912113	0.954	0.635	0	Alveolar macrophages	LITAF
THBD	0	0.321446582597015	0.424	0.118	0	Alveolar macrophages	THBD
SLC6A6	0	0.321342468231637	0.469	0.121	0	Alveolar macrophages	SLC6A6
NPTN	0	0.320627382582079	0.669	0.26	0	Alveolar macrophages	NPTN
GYPC	0	0.319902128048534	0.434	0.082	0	Alveolar macrophages	GYPC
DOK2	0	0.319401757881405	0.471	0.101	0	Alveolar macrophages	DOK2
ATP6AP2	0	0.319299202925909	0.678	0.278	0	Alveolar macrophages	ATP6AP2
RASGEF1B	0	0.317312876408772	0.509	0.207	0	Alveolar macrophages	RASGEF1B
MACC1	0	0.316419287519044	0.366	0.063	0	Alveolar macrophages	MACC1
VDAC1	0	0.316358320077545	0.555	0.182	0	Alveolar macrophages	VDAC1
NUPR1	0	0.315758891072873	0.358	0.088	0	Alveolar macrophages	NUPR1
ARRB2	0	0.313943170005261	0.665	0.229	0	Alveolar macrophages	ARRB2
MT-ND2	0	0.313767185119758	1	1	0	Alveolar macrophages	MT-ND2
HK3	0	0.313431258634995	0.357	0.031	0	Alveolar macrophages	HK3
PLA2G15	0	0.312395324441339	0.357	0.032	0	Alveolar macrophages	PLA2G15
DENND5A	0	0.31192169632142	0.45	0.096	0	Alveolar macrophages	DENND5A
ITPK1	0	0.31185691879246	0.424	0.092	0	Alveolar macrophages	ITPK1
SPG21	0	0.309344617858544	0.519	0.161	0	Alveolar macrophages	SPG21
NECAP2	0	0.309250739193064	0.49	0.127	0	Alveolar macrophages	NECAP2
SUMO3	0	0.308585305618773	0.606	0.223	0	Alveolar macrophages	SUMO3
TREM2	0	0.308187503268997	0.272	0.025	0	Alveolar macrophages	TREM2
LY96	0	0.308110366770833	0.395	0.056	0	Alveolar macrophages	LY96
RNPEP	0	0.307541480923537	0.477	0.135	0	Alveolar macrophages	RNPEP
LAMTOR3	0	0.307493148658245	0.511	0.167	0	Alveolar macrophages	LAMTOR3
PAPSS1	0	0.306616518415109	0.507	0.152	0	Alveolar macrophages	PAPSS1
APLP2	0	0.306604006239875	0.955	0.688	0	Alveolar macrophages	APLP2
PEPD	0	0.306500427462094	0.44	0.097	0	Alveolar macrophages	PEPD
EFHD2	0	0.306345416964597	0.868	0.411	0	Alveolar macrophages	EFHD2
EGR2	0	0.305967225434056	0.355	0.148	0	Alveolar macrophages	EGR2
ACTR3	0	0.304388541801998	0.845	0.46	0	Alveolar macrophages	ACTR3
NCF4	0	0.302238673108165	0.432	0.081	0	Alveolar macrophages	NCF4
RPS6KA1	0	0.302084150452777	0.465	0.125	0	Alveolar macrophages	RPS6KA1
GCA	0	0.301096347802445	0.46	0.097	0	Alveolar macrophages	GCA
ARL4A	0	0.300693174289925	0.536	0.197	0	Alveolar macrophages	ARL4A
ADGRE1	0	0.300526654941904	0.273	0.018	0	Alveolar macrophages	ADGRE1
RPS27L	0	0.299799151667597	0.586	0.245	0	Alveolar macrophages	RPS27L
C5AR1	0	0.299203760279863	0.875	0.266	0	Alveolar macrophages	C5AR1
MT-CO1	0	0.29916212295255	1	0.999	0	Alveolar macrophages	MT-CO1
RGS19	0	0.298769137380592	0.458	0.106	0	Alveolar macrophages	RGS19
PHACTR1	0	0.298484428484188	0.527	0.186	0	Alveolar macrophages	PHACTR1
IGFBP2	0	0.298085974241361	0.262	0.076	0	Alveolar macrophages	IGFBP2
GPR137B	0	0.298043520383294	0.378	0.057	0	Alveolar macrophages	GPR137B
SCCPDH	0	0.297804307622106	0.41	0.093	0	Alveolar macrophages	SCCPDH
LACTB	0	0.297606205061945	0.424	0.097	0	Alveolar macrophages	LACTB
ITIH5	0	0.296937735528378	0.258	0.026	0	Alveolar macrophages	ITIH5
ITGB2	0	0.296866200786937	0.907	0.461	0	Alveolar macrophages	ITGB2
MKNK1	0	0.296540333809168	0.441	0.108	0	Alveolar macrophages	MKNK1
MITF	0	0.296354001528795	0.41	0.082	0	Alveolar macrophages	MITF
PRR13	0	0.295799710764226	0.728	0.342	0	Alveolar macrophages	PRR13
RNF13	0	0.295706104879922	0.506	0.165	0	Alveolar macrophages	RNF13
PARAL1	0	0.295338116087834	0.314	0.01	0	Alveolar macrophages	PARAL1
CYB5R3	0	0.294480924849769	0.672	0.282	0	Alveolar macrophages	CYB5R3
TXNIP	0	0.294405555003276	0.986	0.866	0	Alveolar macrophages	TXNIP
WDR1	0	0.293313015959596	0.639	0.258	0	Alveolar macrophages	WDR1
PLSCR1	0	0.292500369082737	0.537	0.19	0	Alveolar macrophages	PLSCR1
FPR1	0	0.292344522501565	0.494	0.094	0	Alveolar macrophages	FPR1
SPATS2L	0	0.291988224223642	0.535	0.174	0	Alveolar macrophages	SPATS2L
PTMS	0	0.290508380841967	0.744	0.366	0	Alveolar macrophages	PTMS
EPB41L1	0	0.290163529669693	0.41	0.107	0	Alveolar macrophages	EPB41L1
HTATIP2	0	0.289879807255423	0.425	0.097	0	Alveolar macrophages	HTATIP2
PLIN3	0	0.289706001657958	0.47	0.141	0	Alveolar macrophages	PLIN3
PLA2G16	0	0.289528784722576	0.522	0.179	0	Alveolar macrophages	PLA2G16
CDCP1	0	0.289322386736983	0.332	0.045	0	Alveolar macrophages	CDCP1
SAMD9L	0	0.289294560184901	0.404	0.094	0	Alveolar macrophages	SAMD9L
ATP6V0E1	0	0.289137439078651	0.844	0.496	0	Alveolar macrophages	ATP6V0E1
POR	0	0.288860848238133	0.444	0.125	0	Alveolar macrophages	POR
HK2	0	0.288849915023146	0.425	0.115	0	Alveolar macrophages	HK2
PLEKHO2	0	0.288133132366564	0.415	0.102	0	Alveolar macrophages	PLEKHO2
CCRL2	0	0.287695940679932	0.355	0.076	0	Alveolar macrophages	CCRL2
TUBB6	0	0.287309331335653	0.433	0.105	0	Alveolar macrophages	TUBB6
DDX60L	0	0.287192583689947	0.353	0.062	0	Alveolar macrophages	DDX60L
SKAP2	0	0.286791836938397	0.516	0.157	0	Alveolar macrophages	SKAP2
HADHB	0	0.286434661773135	0.538	0.186	0	Alveolar macrophages	HADHB
ZNF706	0	0.280086662051141	0.494	0.153	0	Alveolar macrophages	ZNF706
CTSA	0	0.27953647604637	0.369	0.085	0	Alveolar macrophages	CTSA
DTX4	0	0.279058216106836	0.332	0.048	0	Alveolar macrophages	DTX4
FAR2	0	0.27891348834406	0.317	0.032	0	Alveolar macrophages	FAR2
GPRIN3	0	0.278798462733826	0.418	0.095	0	Alveolar macrophages	GPRIN3
RHOG	0	0.278329263958121	0.621	0.231	0	Alveolar macrophages	RHOG
DOK3	0	0.278264791793921	0.354	0.05	0	Alveolar macrophages	DOK3
GPI	0	0.277600446219536	0.546	0.208	0	Alveolar macrophages	GPI
TNFSF12	0	0.277394637117873	0.467	0.132	0	Alveolar macrophages	TNFSF12
TMBIM6	0	0.276780436687335	0.993	0.934	0	Alveolar macrophages	TMBIM6
RASAL2	0	0.276539175221705	0.358	0.064	0	Alveolar macrophages	RASAL2
AP2S1	0	0.275685100364875	0.41	0.098	0	Alveolar macrophages	AP2S1
MAN1A1	0	0.275041658871609	0.458	0.134	0	Alveolar macrophages	MAN1A1
TMEM127	0	0.274619547148681	0.463	0.137	0	Alveolar macrophages	TMEM127
VEGFB	0	0.274457062215195	0.466	0.149	0	Alveolar macrophages	VEGFB
GNG5	0	0.274233097683597	0.68	0.309	0	Alveolar macrophages	GNG5
GNAI2	0	0.272762451465535	0.909	0.553	0	Alveolar macrophages	GNAI2
SCPEP1	0	0.27257786414472	0.43	0.145	0	Alveolar macrophages	SCPEP1
LAP3	0	0.272206255876885	0.422	0.126	0	Alveolar macrophages	LAP3
APIP	0	0.27207866861644	0.345	0.057	0	Alveolar macrophages	APIP
ACE	0	0.271933582963369	0.354	0.043	0	Alveolar macrophages	ACE
KMO	0	0.271645037305303	0.29	0.038	0	Alveolar macrophages	KMO
ITM2B	0	0.271473719656615	0.986	0.855	0	Alveolar macrophages	ITM2B
ACOT2	0	0.271052330348849	0.353	0.066	0	Alveolar macrophages	ACOT2
LRIF1	0	0.270934313111561	0.396	0.171	0	Alveolar macrophages	LRIF1
DOCK8	0	0.270732934501058	0.525	0.17	0	Alveolar macrophages	DOCK8
SCP2	0	0.269407073805622	0.619	0.26	0	Alveolar macrophages	SCP2
WARS	0	0.269271531738933	0.474	0.136	0	Alveolar macrophages	WARS
AZI2	0	0.269117414614339	0.43	0.149	0	Alveolar macrophages	AZI2
ZNF385A	0	0.268986984242131	0.371	0.086	0	Alveolar macrophages	ZNF385A
LASP1	0	0.26832161465913	0.665	0.306	0	Alveolar macrophages	LASP1
MGAT3	0	0.268130818496553	0.299	0.02	0	Alveolar macrophages	MGAT3
MPP1	0	0.268124883888116	0.379	0.08	0	Alveolar macrophages	MPP1
ENO1	0	0.268073383633235	0.875	0.599	0	Alveolar macrophages	ENO1
SCIMP	0	0.267173669684834	0.315	0.032	0	Alveolar macrophages	SCIMP
TNFSF13B	0	0.266935815529684	0.36	0.069	0	Alveolar macrophages	TNFSF13B
RXRA	0	0.266605819438499	0.519	0.191	0	Alveolar macrophages	RXRA
LAMTOR2	0	0.266478978104593	0.446	0.134	0	Alveolar macrophages	LAMTOR2
KCTD12	0	0.266131712492124	0.591	0.2	0	Alveolar macrophages	KCTD12
FRMD4A	0	0.265435469219273	0.319	0.037	0	Alveolar macrophages	FRMD4A
ACOT7	0	0.264906349403296	0.316	0.043	0	Alveolar macrophages	ACOT7
PTPRO	0	0.263672630419319	0.293	0.018	0	Alveolar macrophages	PTPRO
LEPROT	0	0.26243180511475	0.615	0.243	0	Alveolar macrophages	LEPROT
CHCHD10	0	0.262176012251134	0.385	0.102	0	Alveolar macrophages	CHCHD10
TLR4	0	0.261701996733772	0.394	0.081	0	Alveolar macrophages	TLR4
PLAU	0	0.261052283305733	0.346	0.057	0	Alveolar macrophages	PLAU
SMIM30	0	0.260479338300799	0.393	0.107	0	Alveolar macrophages	SMIM30
DBNL	0	0.260323539966735	0.476	0.155	0	Alveolar macrophages	DBNL
BSG	0	0.258517104710923	0.529	0.237	0	Alveolar macrophages	BSG
IFI44L	0	0.258255511912772	0.296	0.062	0	Alveolar macrophages	IFI44L
ADPRH	0	0.258142100102145	0.349	0.069	0	Alveolar macrophages	ADPRH
NDUFB2	0	0.257908091456493	0.709	0.36	0	Alveolar macrophages	NDUFB2
VPS37C	0	0.257905556251386	0.336	0.061	0	Alveolar macrophages	VPS37C
TPM3	0	0.257142425800934	0.926	0.703	0	Alveolar macrophages	TPM3
LAT2	0	0.256195383902601	0.398	0.102	0	Alveolar macrophages	LAT2
GTPBP2	0	0.255092663826086	0.348	0.07	0	Alveolar macrophages	GTPBP2
NCSTN	0	0.254923400245473	0.431	0.132	0	Alveolar macrophages	NCSTN
MR1	0	0.254893885383671	0.364	0.083	0	Alveolar macrophages	MR1
FGD5	0	0.254458096488377	0.309	0.033	0	Alveolar macrophages	FGD5
SLC43A2	0	0.253090833727559	0.404	0.125	0	Alveolar macrophages	SLC43A2
ATP5MF	0	0.252701545918833	0.583	0.257	0	Alveolar macrophages	ATP5MF
XAF1	0	0.252422921673091	0.513	0.191	0	Alveolar macrophages	XAF1
IDH1	0	0.252145557030561	0.39	0.116	0	Alveolar macrophages	IDH1
ARPC4	0	0.252091353761258	0.672	0.297	0	Alveolar macrophages	ARPC4
ACKR3	0	0.251051585678093	0.266	0.043	0	Alveolar macrophages	ACKR3
SERTAD1	0	0.250813741703137	0.485	0.284	0	Alveolar macrophages	SERTAD1
ARL11	0	0.250614629207417	0.282	0.021	0	Alveolar macrophages	ARL11
ELOB	0	0.250387970882925	0.442	0.151	0	Alveolar macrophages	ELOB
SLC35E3	0	0.250043452022132	0.337	0.074	0	Alveolar macrophages	SLC35E3
CCL5	0	1.78695768001955	0.783	0.033	0	NK/T cells	CCL5
GNLY	0	1.68084101180954	0.458	0.019	0	NK/T cells	GNLY
NKG7	0	1.67987519294886	0.599	0.02	0	NK/T cells	NKG7
CXCR4	0	1.65171586582798	0.874	0.325	0	NK/T cells	CXCR4
RUNX3	0	1.38431413507745	0.723	0.097	0	NK/T cells	RUNX3
TRBC2	0	1.37762263188231	0.68	0.027	0	NK/T cells	TRBC2
ZFP36L2	0	1.32698897136993	0.964	0.649	0	NK/T cells	ZFP36L2
CCL4	0	1.19885033641895	0.611	0.202	0	NK/T cells	CCL4
KLRD1	0	1.16429558161801	0.505	0.013	0	NK/T cells	KLRD1
IL7R	0	1.15793651264669	0.447	0.22	0	NK/T cells	IL7R
CD69	0	1.15003123748073	0.662	0.132	0	NK/T cells	CD69
ETS1	0	1.14222825847459	0.71	0.075	0	NK/T cells	ETS1
ARL4C	0	1.11708415761936	0.67	0.146	0	NK/T cells	ARL4C
IL32	0	1.09077890444421	0.655	0.093	0	NK/T cells	IL32
PTPRC	0	1.07406768085762	0.898	0.487	0	NK/T cells	PTPRC
IFNG	0	1.01316992459687	0.344	0.013	0	NK/T cells	IFNG
DUSP2	0	0.995858856732123	0.616	0.239	0	NK/T cells	DUSP2
TRBC1	0	0.991926526261745	0.486	0.014	0	NK/T cells	TRBC1
PRF1	0	0.973413476801364	0.411	0.009	0	NK/T cells	PRF1
GZMH	0	0.970777920660995	0.466	0.011	0	NK/T cells	GZMH
BTG1	0	0.962649985249192	0.996	0.865	0	NK/T cells	BTG1
CNOT6L	0	0.957452548794013	0.534	0.133	0	NK/T cells	CNOT6L
FGFBP2	0	0.926252375193204	0.376	0.008	0	NK/T cells	FGFBP2
FYN	0	0.903405817312336	0.621	0.107	0	NK/T cells	FYN
TNFAIP3	0	0.897057083772488	0.826	0.549	0	NK/T cells	TNFAIP3
GZMA	0	0.895817080750118	0.469	0.011	0	NK/T cells	GZMA
FYB1	0	0.872318471384471	0.644	0.197	0	NK/T cells	FYB1
CD3E	0	0.858710595262785	0.518	0.016	0	NK/T cells	CD3E
RPS27	0	0.839167832188275	0.999	0.968	0	NK/T cells	RPS27
TSC22D3	0	0.821650034657897	0.962	0.787	0	NK/T cells	TSC22D3
DDIT4	0	0.816675184580929	0.599	0.265	0	NK/T cells	DDIT4
NR4A2	0	0.804742631341451	0.589	0.333	0	NK/T cells	NR4A2
GZMB	0	0.804141022180409	0.406	0.016	0	NK/T cells	GZMB
HSPA8	0	0.785713602357814	0.987	0.863	0	NK/T cells	HSPA8
CD2	0	0.783089887815677	0.476	0.047	0	NK/T cells	CD2
ZC3HAV1	0	0.781614015740237	0.638	0.364	0	NK/T cells	ZC3HAV1
IL2RG	0	0.758952296532176	0.624	0.283	0	NK/T cells	IL2RG
TRAC	0	0.75858960257045	0.396	0.016	0	NK/T cells	TRAC
IL2RB	0	0.750028967777177	0.42	0.009	0	NK/T cells	IL2RB
SPON2	0	0.746444353342552	0.338	0.042	0	NK/T cells	SPON2
RPS3	0	0.745261503747269	0.986	0.856	0	NK/T cells	RPS3
AKNA	0	0.741934975279703	0.562	0.163	0	NK/T cells	AKNA
TSPYL2	0	0.709565962849432	0.492	0.287	0	NK/T cells	TSPYL2
RAC2	0	0.699716185564648	0.831	0.505	0	NK/T cells	RAC2
STK17B	0	0.688660335211563	0.601	0.315	0	NK/T cells	STK17B
HSP90AA1	0	0.681993671082556	0.997	0.994	0	NK/T cells	HSP90AA1
RPS29	0	0.672975433483355	0.999	0.988	0	NK/T cells	RPS29
RPS27A	0	0.669814144752946	0.996	0.937	0	NK/T cells	RPS27A
GNG2	0	0.666062716413315	0.457	0.069	0	NK/T cells	GNG2
YPEL5	0	0.664755928111509	0.592	0.433	0	NK/T cells	YPEL5
SRSF7	0	0.657666103036031	0.823	0.62	0	NK/T cells	SRSF7
IKZF3	0	0.649388337458022	0.422	0.04	0	NK/T cells	IKZF3
PIK3R1	0	0.645708165049062	0.407	0.18	0	NK/T cells	PIK3R1
PRDM1	0	0.64091119930699	0.413	0.071	0	NK/T cells	PRDM1
KLRB1	0	0.640836525704077	0.339	0.009	0	NK/T cells	KLRB1
PIP4K2A	0	0.639812802322479	0.523	0.187	0	NK/T cells	PIP4K2A
RPL13A	0	0.630972880336283	0.985	0.921	0	NK/T cells	RPL13A
PPP2R5C	0	0.624980491235499	0.558	0.269	0	NK/T cells	PPP2R5C
IKZF1	0	0.624390124440574	0.498	0.131	0	NK/T cells	IKZF1
CREM	0	0.613622969788618	0.435	0.169	0	NK/T cells	CREM
CST7	0	0.612728175593384	0.39	0.03	0	NK/T cells	CST7
CD48	0	0.611862238683178	0.509	0.097	0	NK/T cells	CD48
CD8A	0	0.602474636715444	0.282	0.009	0	NK/T cells	CD8A
KLF6	0	0.600104183123671	0.976	0.9	0	NK/T cells	KLF6
RPL21	0	0.59241243934814	0.998	0.963	0	NK/T cells	RPL21
TUBA4A	0	0.591543625879425	0.432	0.141	0	NK/T cells	TUBA4A
RPS18	0	0.589807891317847	0.993	0.946	0	NK/T cells	RPS18
TAGAP	0	0.583540152118904	0.406	0.083	0	NK/T cells	TAGAP
KLF2	0	0.58304497521494	0.805	0.569	0	NK/T cells	KLF2
CD247	0	0.582829827707633	0.359	0.008	0	NK/T cells	CD247
CDC42SE1	0	0.582300349026924	0.528	0.305	0	NK/T cells	CDC42SE1
AL136454.1	0	0.577104378892231	0.981	0.904	0	NK/T cells	AL136454.1
HLA-F	0	0.575964568527215	0.621	0.398	0	NK/T cells	HLA-F
SYNE2	0	0.572796781856788	0.478	0.174	0	NK/T cells	SYNE2
RPS14	0	0.570008750193766	0.988	0.923	0	NK/T cells	RPS14
RPS3A	0	0.569372971030173	0.961	0.802	0	NK/T cells	RPS3A
WIPF1	0	0.566248612808096	0.505	0.206	0	NK/T cells	WIPF1
RBM39	0	0.564121112042928	0.844	0.649	0	NK/T cells	RBM39
CLK1	0	0.557353462962721	0.722	0.52	0	NK/T cells	CLK1
SRSF2	0	0.552119860069972	0.778	0.636	0	NK/T cells	SRSF2
BCL11B	0	0.548941158533434	0.338	0.01	0	NK/T cells	BCL11B
RPS19	0	0.548353873017397	0.988	0.93	0	NK/T cells	RPS19
RPS7	0	0.545574826746995	0.936	0.806	0	NK/T cells	RPS7
RPS15A	0	0.544577134501996	0.921	0.793	0	NK/T cells	RPS15A
RPL10	0	0.540691142209156	0.895	0.717	0	NK/T cells	RPL10
DDX3X	0	0.540103380015494	0.808	0.689	0	NK/T cells	DDX3X
ADGRE5	0	0.537220934569297	0.705	0.525	0	NK/T cells	ADGRE5
SPOCK2	0	0.536309828448581	0.467	0.06	0	NK/T cells	SPOCK2
RPL3	0	0.533808643973858	0.983	0.908	0	NK/T cells	RPL3
TXNIP1	0	0.531502049732086	0.981	0.871	0	NK/T cells	TXNIP
RPLP2	0	0.530248915645773	0.987	0.951	0	NK/T cells	RPLP2
PTGER4	0	0.527849408765776	0.431	0.215	0	NK/T cells	PTGER4
CELF2	0	0.526599516540892	0.605	0.419	0	NK/T cells	CELF2
EMB	0	0.52432659504198	0.404	0.07	0	NK/T cells	EMB
RPS12	0	0.520907458454371	0.994	0.943	0	NK/T cells	RPS12
RPL30	0	0.517614034462283	0.994	0.962	0	NK/T cells	RPL30
SUN2	0	0.517400829807771	0.534	0.356	0	NK/T cells	SUN2
DNAJB1	0	0.505634048166393	0.963	0.868	0	NK/T cells	DNAJB1
RPSA	0	0.501486318496956	0.805	0.628	0	NK/T cells	RPSA
ITGB21	0	0.492075231361287	0.755	0.524	0	NK/T cells	ITGB2
HCST	0	0.491991954417319	0.51	0.294	0	NK/T cells	HCST
DNAJA1	0	0.490327621212126	0.955	0.9	0	NK/T cells	DNAJA1
KLRF1	0	0.485660391508652	0.26	0.006	0	NK/T cells	KLRF1
SLC38A1	0	0.484930589357243	0.386	0.083	0	NK/T cells	SLC38A1
CD3G	0	0.480961644068513	0.272	0.011	0	NK/T cells	CD3G
JUND	0	0.480500658019895	0.976	0.95	0	NK/T cells	JUND
ITGAL	0	0.479689236020115	0.404	0.141	0	NK/T cells	ITGAL
RPL23A	0	0.47667654120817	0.656	0.465	0	NK/T cells	RPL23A
RPS25	0	0.476455094716443	0.903	0.785	0	NK/T cells	RPS25
SRSF3	0	0.475983577409409	0.861	0.755	0	NK/T cells	SRSF3
BRD2	0	0.474956280798265	0.943	0.817	0	NK/T cells	BRD2
MBNL1	0	0.474051307750223	0.653	0.504	0	NK/T cells	MBNL1
RPL27A	0	0.471478785975558	0.998	0.99	0	NK/T cells	RPL27A
ID2	0	0.471428594980322	0.936	0.785	0	NK/T cells	ID2
ADGRG1	0	0.469156396476719	0.29	0.036	0	NK/T cells	ADGRG1
ITK	0	0.46421644071343	0.328	0.019	0	NK/T cells	ITK
CRYBG1	0	0.463395215311949	0.358	0.159	0	NK/T cells	CRYBG1
CD96	0	0.460305551938076	0.319	0.009	0	NK/T cells	CD96
HSPD1	0	0.458851697256715	0.78	0.629	0	NK/T cells	HSPD1
ELF1	0	0.458161724823098	0.481	0.282	0	NK/T cells	ELF1
SEPT9	0	0.455194607493607	0.563	0.399	0	NK/T cells	SEPT9
SH2D2A	0	0.453921840745269	0.3	0.011	0	NK/T cells	SH2D2A
TBX21	0	0.451560039675946	0.299	0.008	0	NK/T cells	TBX21
CCND2	0	0.450858963071134	0.359	0.11	0	NK/T cells	CCND2
ZNF331	0	0.448137652617536	0.357	0.176	0	NK/T cells	ZNF331
PTP4A2	0	0.44485572211524	0.787	0.684	0	NK/T cells	PTP4A2
RPS2	0	0.444773122413036	0.922	0.831	0	NK/T cells	RPS2
RPL19	0	0.440877390876302	0.916	0.821	0	NK/T cells	RPL19
RPS26	0	0.440753829517754	0.581	0.478	0	NK/T cells	RPS26
CORO1A	0	0.437316511927291	0.375	0.079	0	NK/T cells	CORO1A
RPL13	0	0.435562616623054	0.925	0.799	0	NK/T cells	RPL13
ARHGAP9	0	0.434831850439241	0.365	0.112	0	NK/T cells	ARHGAP9
CLEC2D	0	0.434817051512646	0.311	0.035	0	NK/T cells	CLEC2D
PRKCH	0	0.434315811058022	0.371	0.102	0	NK/T cells	PRKCH
EIF4A2	0	0.433982433740241	0.91	0.837	0	NK/T cells	EIF4A2
FUS	0	0.432331660285567	0.755	0.642	0	NK/T cells	FUS
RPL39	0	0.431417175716579	0.958	0.883	0	NK/T cells	RPL39
JAK1	0	0.431178798854601	0.419	0.235	0	NK/T cells	JAK1
RPS21	0	0.430045373989997	0.925	0.846	0	NK/T cells	RPS21
KIAA1551	0	0.429380109010114	0.358	0.122	0	NK/T cells	KIAA1551
